t,x,y,z,yaw_deg,quality,lidar_hz,pose_hz,localmap_n,raw_n,tf_ok,pose_age_s,icp_fail_n,wheel_x,wheel_y,wheel_yaw_deg
2.110,-0.001096,0.003918,-0.000322,-0.037,,12.999,0.000,,86400,1,0.001,0,0.000000,0.000000,0.000
2.515,-0.001021,0.004213,-0.000729,-0.024,0.9840,13.714,7.426,1244,86400,1,0.136,0,0.000000,0.000000,0.000
2.935,-0.001134,0.004084,-0.001133,-0.051,0.9919,13.990,5.210,1244,86400,1,0.057,0,0.000000,0.000000,0.000
3.335,-0.001978,0.002921,-0.000300,-0.019,0.9805,14.494,6.736,1244,86304,1,0.038,0,0.000000,0.000000,0.000
3.736,-0.001334,0.002959,-0.000921,-0.046,0.9791,15.846,7.453,1244,86400,1,0.150,0,0.000000,0.000000,0.000
4.137,-0.001703,0.002457,0.000105,-0.027,0.9935,16.727,7.228,1244,86400,1,0.031,0,0.000000,0.000000,0.000
4.537,-0.001509,0.002975,0.000147,-0.050,0.9889,17.336,7.451,1244,86400,1,0.246,0,0.000000,0.000000,0.000
4.938,-0.001037,0.004434,0.000006,-0.077,0.9918,17.801,6.684,1244,86400,1,0.150,0,0.000000,0.000000,0.000
5.356,-0.001863,0.004524,0.000545,-0.059,0.9839,16.773,5.326,1244,86304,1,0.072,0,0.000000,0.000000,0.000
5.759,-0.002001,0.003799,-0.000516,-0.024,0.9935,15.709,4.757,1244,86400,1,0.071,0,0.000000,0.000000,0.000
6.161,-0.001711,0.003355,0.000198,-0.042,0.9935,14.724,4.439,1244,86400,1,0.068,0,0.000000,0.000000,0.000
6.569,-0.002302,0.002297,-0.001251,-0.023,0.9870,14.540,5.591,1244,86400,1,0.271,0,0.000000,0.000000,0.000
6.977,-0.001131,0.003203,0.000178,-0.006,0.9869,15.319,5.757,1244,86400,1,0.079,0,0.000000,0.000000,0.000
7.388,-0.001256,0.003845,-0.000261,-0.031,0.9856,15.286,7.302,1244,82560,1,0.299,0,0.000000,0.000000,0.000
7.788,-0.001037,0.004237,-0.001343,-0.071,0.9804,16.188,6.148,1244,86400,1,0.176,0,0.000000,0.000000,0.000
8.189,-0.001699,0.003976,-0.000853,-0.053,0.9887,16.250,5.213,1244,86400,1,0.077,0,0.000000,0.000000,0.000
8.592,-0.002759,0.004696,0.000443,-0.065,0.9839,16.283,4.736,1244,86400,1,0.007,0,0.000000,0.000000,0.000
8.995,-0.001875,0.004453,-0.000158,-0.076,0.9855,16.367,4.017,1244,86400,1,0.008,0,0.000000,0.000000,0.000
9.396,-0.001368,0.004314,-0.000092,-0.046,0.9836,15.736,5.065,1244,82656,1,0.008,0,0.000000,0.000000,0.000
9.815,-0.000865,0.004483,0.000024,-0.053,0.9870,14.841,5.313,1244,86400,1,0.032,0,0.000000,0.000000,0.000
10.217,-0.000308,0.003841,-0.001097,-0.036,0.9840,15.837,5.887,1244,86400,1,0.116,0,0.000000,0.000000,0.000
10.618,-0.001311,0.004508,-0.000020,-0.053,0.9683,14.765,5.893,1244,86400,1,0.035,0,0.000000,0.000000,0.000
11.035,-0.000873,0.005334,-0.000552,-0.048,0.9887,14.658,6.357,1244,86400,1,0.050,0,0.000000,0.000000,0.000
11.436,-0.001212,0.004861,-0.000545,-0.049,0.9643,15.311,5.453,1244,82656,1,0.121,0,0.000000,0.000000,0.000
11.837,-0.001234,0.004940,-0.000732,-0.062,0.9806,15.739,5.312,1244,86400,1,0.142,0,0.000000,0.000000,0.000
12.244,-0.001234,0.004940,-0.000732,-0.062,0.9806,15.214,5.014,1244,86400,1,0.549,0,0.000000,0.000000,0.000
12.655,-0.000813,0.004575,-0.000531,-0.060,0.9886,15.724,3.848,1244,86400,1,0.158,0,0.000000,0.000000,0.000
13.056,-0.000921,0.003537,0.000082,-0.037,0.9888,15.748,3.154,1244,86400,1,0.156,0,0.000000,0.000000,0.000
13.464,-0.001190,0.002700,-0.000392,-0.031,0.9919,15.260,4.150,1244,86400,1,0.082,0,0.000000,0.000000,0.000
13.881,-0.001213,0.003380,-0.000415,-0.049,0.9903,15.675,6.484,1244,86400,1,0.097,0,0.000000,0.000000,0.000
14.292,-0.001292,0.003309,0.000103,-0.042,0.9871,16.249,6.135,1244,86304,1,0.103,0,0.000000,0.000000,0.000
14.695,-0.001727,0.003581,-0.000815,-0.053,0.9725,16.188,6.099,1244,86400,1,0.271,0,0.000000,0.000000,0.000
15.101,-0.001737,0.004074,-0.000100,-0.043,0.9855,16.249,5.618,1244,86400,1,0.120,0,0.000000,0.000000,0.000
15.514,-0.001225,0.005695,0.000693,-0.084,0.9902,16.308,4.758,1244,86400,1,0.028,0,0.000000,0.000000,0.000
15.915,-0.001643,0.006329,-0.000096,-0.072,0.9902,16.746,4.385,1244,86400,1,0.129,0,0.000000,0.000000,0.000
16.315,-0.001796,0.005366,0.000478,-0.054,0.9935,16.896,4.826,1244,86304,1,0.233,0,0.000000,0.000000,0.000
16.715,-0.001753,0.005574,0.000006,-0.049,0.9886,17.275,4.994,1244,86400,1,0.127,0,0.000000,0.000000,0.000
17.116,-0.001677,0.004682,-0.000232,-0.038,0.9759,16.278,4.390,1244,86400,1,0.005,0,0.000000,0.000000,0.000
17.517,-0.002617,0.004530,-0.000325,-0.058,0.9919,16.874,4.408,1244,86400,1,0.020,0,0.000000,0.000000,0.000
17.934,-0.002332,0.004462,-0.000132,-0.069,0.9919,15.774,4.089,1244,86400,1,0.238,0,0.000000,0.000000,0.000
18.335,-0.001054,0.005072,0.000780,-0.057,0.9707,15.646,3.843,1244,86304,1,0.026,0,0.000000,0.000000,0.000
18.735,-0.002401,0.004653,-0.000559,-0.064,0.9870,15.833,5.071,1244,86400,1,0.244,0,0.000000,0.000000,0.000
19.139,-0.002258,0.003524,0.001629,-0.037,0.9968,16.272,5.514,1244,86400,1,0.040,0,0.000000,0.000000,0.000
19.580,-0.001934,0.003434,-0.000285,-0.068,0.9840,14.582,5.578,1244,86400,1,0.270,0,0.000000,0.000000,0.000
19.980,-0.001934,0.003434,-0.000285,-0.068,0.9840,14.615,6.119,1244,86400,1,0.670,0,0.000000,0.000000,0.000
20.391,-0.000754,0.004398,0.000807,-0.069,0.9855,14.244,4.483,1244,82656,1,0.209,0,0.000000,0.000000,0.000
20.796,-0.001793,0.002873,-0.000283,-0.051,0.9918,12.607,4.420,1244,86400,1,0.305,0,0.000000,0.000000,0.000
21.196,-0.001167,0.002518,-0.000164,-0.021,0.9935,14.016,3.375,1244,86400,1,0.109,0,0.000000,0.000000,0.000
21.598,-0.000495,0.002331,-0.000201,-0.016,0.9710,15.239,4.270,1244,86400,1,0.103,0,0.000000,0.000000,0.000
22.016,-0.000366,0.002272,0.000132,-0.033,0.9919,15.799,3.699,1244,86400,1,0.034,0,0.000000,0.000000,0.000
22.416,-0.000860,0.002235,0.000222,-0.044,0.9902,15.819,2.780,1244,82656,1,0.127,0,0.000000,0.000000,0.000
22.817,-0.002038,0.003663,0.000393,-0.044,0.9934,16.210,3.747,1244,86400,1,0.214,0,0.000000,0.000000,0.000
23.235,-0.001489,0.003682,0.000193,-0.029,0.9869,15.738,2.951,1244,86400,1,0.046,0,0.000000,0.000000,0.000
23.636,-0.001526,0.004187,0.000204,-0.052,0.9856,15.174,3.978,1244,86400,1,0.146,0,0.000000,0.000000,0.000
24.036,0.000260,0.004659,0.000693,-0.047,0.9885,14.644,4.236,1244,86400,1,0.331,0,0.000000,0.000000,0.000
24.443,-0.000431,0.005064,-0.000381,-0.058,0.9870,13.919,3.173,1244,82656,1,0.028,0,0.000000,0.000000,0.000
24.855,-0.001274,0.004615,-0.000663,-0.060,0.9887,14.680,4.649,1244,86400,1,0.161,0,0.000000,0.000000,0.000
25.261,-0.001250,0.004532,-0.001081,-0.050,0.9935,14.070,4.231,1244,86304,1,0.079,0,0.000000,0.000000,0.000
25.663,-0.002137,0.005455,-0.000465,-0.066,0.9854,14.226,4.773,1244,86400,1,0.072,0,0.000000,0.000000,0.000
26.067,-0.001151,0.005441,0.000522,-0.071,0.9841,14.346,7.001,1244,86400,1,0.080,0,0.000000,0.000000,0.000
26.475,-0.000674,0.005123,0.000336,-0.064,0.9743,14.836,6.632,1244,82656,1,0.179,0,0.000000,0.000000,0.000
26.892,-0.001477,0.004520,-0.001118,-0.072,0.9887,13.630,5.823,1244,86400,1,0.108,0,0.000000,0.000000,0.000
27.295,-0.001687,0.005680,0.000183,-0.055,0.9887,13.072,6.736,1244,86304,1,0.115,0,0.000000,0.000000,0.000
27.696,-0.001655,0.004481,-0.000951,-0.022,0.9917,13.837,7.273,1244,86400,1,0.256,0,0.000000,0.000000,0.000
28.096,-0.001240,0.004989,-0.000399,-0.040,0.9777,14.216,6.636,1244,86400,1,0.106,0,0.000000,0.000000,0.000
28.539,-0.001706,0.005032,0.000318,-0.063,0.9936,14.747,7.395,1244,86400,1,0.230,0,0.000000,0.000000,0.000
28.941,-0.001027,0.004990,-0.001358,-0.069,0.9886,14.354,5.958,1244,86400,1,0.120,0,0.000000,0.000000,0.000
29.342,-0.001156,0.004578,0.000353,-0.063,0.9886,14.194,5.184,1244,86304,1,0.166,0,0.000000,0.000000,0.000
29.762,-0.001393,0.004559,-0.000145,-0.052,0.9902,13.534,5.829,1244,86400,1,0.070,0,0.000000,0.000000,0.000
30.163,-0.001139,0.005170,0.000596,-0.052,0.9901,14.011,4.702,1244,86400,1,0.064,0,0.000000,0.000000,0.000
30.564,-0.001449,0.005314,-0.000397,-0.068,0.9935,15.246,5.367,1244,86400,1,0.380,0,0.000000,0.000000,0.000
30.972,-0.001791,0.004228,0.000116,-0.056,0.9904,17.371,4.485,1244,86400,1,0.183,0,0.000000,0.000000,0.000
31.387,-0.002102,0.003775,-0.000176,-0.051,0.9919,16.937,4.745,1244,86304,1,0.196,0,0.000000,0.000000,0.000
31.790,-0.002296,0.003690,-0.000026,-0.042,0.9919,16.773,4.052,1244,86400,1,0.210,0,0.000000,0.000000,0.000
32.198,-0.001901,0.003682,-0.000179,-0.031,0.9935,16.280,4.227,1244,86400,1,0.407,0,0.000000,0.000000,0.000
32.598,-0.000495,0.002982,0.000100,-0.041,0.9775,14.651,4.050,1244,86400,1,0.014,0,0.000000,0.000000,0.000
33.000,-0.000404,0.003182,-0.000489,-0.033,0.9872,13.736,4.712,1244,86400,1,0.111,0,0.000000,0.000000,0.000
33.406,-0.000404,0.003182,-0.000489,-0.033,0.9872,14.381,5.348,1244,82560,1,0.517,0,0.000000,0.000000,0.000
33.810,-0.001817,0.003031,-0.000986,-0.037,0.9886,13.473,5.661,1244,86400,1,0.189,0,0.000000,0.000000,0.000
34.215,-0.000260,0.002122,-0.000618,0.008,0.9595,13.769,4.408,1244,86400,1,0.111,0,0.000000,0.000000,0.000
34.628,-0.000642,0.002957,-0.000795,-0.048,0.9808,14.172,4.723,1244,86400,1,0.034,0,0.000000,0.000000,0.000
35.035,-0.000850,0.003361,0.000253,-0.034,0.9919,13.901,5.794,1244,86400,1,0.245,0,0.000000,0.000000,0.000
35.435,-0.001398,0.003377,-0.000734,-0.055,0.9886,12.245,4.311,1244,82656,1,0.050,0,0.000000,0.000000,0.000
35.836,-0.000982,0.003324,-0.000184,-0.044,0.9887,12.012,5.373,1244,86400,1,0.242,0,0.000000,0.000000,0.000
36.241,-0.001577,0.003901,0.000061,-0.029,0.9870,12.201,5.581,1244,86400,1,0.044,0,0.000000,0.000000,0.000
36.652,-0.001061,0.004075,0.000168,-0.055,0.9738,12.792,5.256,1244,86400,1,0.065,0,0.000000,0.000000,0.000
37.065,-0.000639,0.003259,-0.000431,-0.047,0.9903,12.373,6.894,1244,86400,1,0.085,0,0.000000,0.000000,0.000
37.465,-0.000123,0.002626,-0.000362,-0.033,0.9855,18.565,6.451,1244,86400,1,0.273,0,0.000000,0.000000,0.000
37.866,-0.000641,0.004386,0.000252,-0.049,0.9807,19.385,6.287,1244,86400,1,0.068,0,0.000000,0.000000,0.000
38.271,-0.001058,0.003083,-0.000319,-0.034,0.9756,16.260,6.802,1244,86304,1,0.066,0,0.000000,0.000000,0.000
38.675,-0.000440,0.004187,0.000570,-0.080,0.9842,19.903,6.099,1244,86400,1,0.083,0,0.000000,0.000000,0.000
39.076,-0.000440,0.004187,0.000570,-0.080,0.9842,18.976,5.713,1244,86400,1,0.484,0,0.000000,0.000000,0.000
39.488,-0.001237,0.004535,0.000302,-0.065,0.9918,15.806,5.068,1244,86400,1,0.108,0,0.000000,0.000000,0.000
39.888,-0.001516,0.004903,0.000643,-0.057,0.9855,13.490,5.259,1244,86400,1,0.002,0,0.000000,0.000000,0.000
40.290,-0.001516,0.004903,0.000643,-0.057,0.9855,16.013,5.410,1244,86400,1,0.404,0,0.000000,0.000000,0.000
40.696,-0.001215,0.004108,-0.000108,-0.024,0.9886,17.685,6.273,1244,86400,1,0.306,0,0.000000,0.000000,0.000
41.096,-0.002521,0.003498,0.000115,-0.045,0.9854,17.237,6.066,1244,86400,1,0.004,0,0.000000,0.000000,0.000
41.497,-0.001607,0.004296,-0.000682,-0.058,0.9903,19.990,6.316,1244,86400,1,0.017,0,0.000000,0.000000,0.000
41.898,-0.001769,0.004074,-0.000954,-0.052,0.9791,21.092,7.206,1244,86400,1,0.197,0,0.000000,0.000000,0.000
42.314,-0.001228,0.004805,0.000304,-0.063,0.9805,16.531,6.065,1244,86304,1,0.111,0,0.000000,0.000000,0.000
42.715,-0.002577,0.004467,0.000054,-0.067,0.9743,14.740,7.353,1244,86400,1,0.020,0,0.000000,0.000000,0.000
43.117,-0.001647,0.003746,0.000139,-0.043,0.9984,14.791,7.307,1244,86400,1,0.029,0,0.000000,0.000000,0.000
43.536,-0.001751,0.004187,-0.000928,-0.033,0.9854,14.475,6.662,1244,82656,1,0.139,0,0.000000,0.000000,0.000
43.936,-0.001467,0.003642,-0.000094,-0.064,0.9886,13.392,6.473,1244,86400,1,0.254,0,0.000000,0.000000,0.000
44.346,-0.002197,0.004145,0.000003,-0.063,0.9936,15.781,5.751,1244,86304,1,0.059,0,0.000000,0.000000,0.000
44.767,-0.002404,0.003102,-0.001490,-0.027,0.9776,15.785,5.280,1244,86400,1,0.285,0,0.000000,0.000000,0.000
45.169,-0.002336,0.003033,-0.000318,-0.051,0.9838,17.163,5.209,1244,86400,1,0.072,0,0.000000,0.000000,0.000
45.574,-0.002152,0.002428,-0.000729,-0.021,0.9967,21.702,6.058,1244,86400,1,0.076,0,0.000000,0.000000,0.000
45.975,-0.002086,0.003151,0.000524,-0.053,0.9967,21.141,6.847,1244,86400,1,0.095,0,0.000000,0.000000,0.000
46.377,-0.002813,0.005221,-0.000728,-0.062,0.9885,13.133,7.543,1244,82656,1,0.387,0,0.000000,0.000000,0.000
46.778,-0.002640,0.004535,0.000229,-0.060,0.9919,19.349,7.020,1244,86400,1,0.289,0,0.000000,0.000000,0.000
47.196,-0.001573,0.003792,0.000531,-0.040,0.9791,15.240,5.257,1244,86400,1,0.196,0,0.000000,0.000000,0.000
47.598,-0.001650,0.003656,0.000250,-0.042,0.9841,15.994,4.298,1244,86400,1,0.281,0,0.000000,0.000000,0.000
48.008,-0.002006,0.003841,-0.000528,-0.058,0.9872,19.302,3.277,1244,86400,1,0.405,0,0.000000,0.000000,0.000
48.415,-0.001554,0.003905,0.000374,-0.050,0.9935,22.053,3.701,1244,86400,1,0.035,0,0.000000,0.000000,0.000
48.818,-0.001253,0.003810,0.000436,-0.033,0.9840,16.457,4.702,1244,86400,1,0.329,0,0.000000,0.000000,0.000
49.226,-0.001953,0.004165,0.000170,-0.059,0.9935,14.939,4.799,1244,86400,1,0.241,0,0.000000,0.000000,0.000
49.637,-0.002065,0.003374,0.000586,-0.036,0.9918,14.793,6.075,1244,86400,1,0.146,0,0.000000,0.000000,0.000
50.044,-0.001396,0.003454,0.000380,-0.022,0.9869,17.301,5.611,1244,86400,1,0.356,0,0.000000,0.000000,0.000
50.483,-0.003005,0.003845,-0.000196,-0.041,0.9967,16.992,4.221,1244,86400,1,0.098,0,0.000000,0.000000,0.000
50.889,-0.002926,0.004007,-0.000563,-0.043,0.9836,12.127,5.200,1244,86400,1,0.053,0,0.000000,0.000000,0.000
51.297,-0.002985,0.003518,-0.000615,-0.053,0.9903,17.270,5.248,1244,86304,1,0.192,0,0.000000,0.000000,0.000
51.697,-0.001461,0.003777,0.000316,-0.051,0.9855,16.127,6.426,1244,86400,1,0.007,0,0.000000,0.000000,0.000
52.098,-0.001960,0.003736,0.000075,-0.032,0.9809,14.360,6.689,1244,86400,1,0.014,0,0.000000,0.000000,0.000
52.498,-0.001706,0.002207,0.000873,-0.029,0.9712,21.608,6.759,1244,86400,1,0.011,0,0.000000,0.000000,0.000
52.898,-0.001488,0.003119,0.000570,-0.025,0.9902,23.833,6.532,1244,86400,1,0.023,0,0.000000,0.000000,0.000
53.298,-0.002239,0.003469,-0.000118,-0.037,0.9870,17.352,6.875,1244,86304,1,0.016,0,0.000000,0.000000,0.000
53.714,-0.001677,0.004381,-0.001163,-0.065,0.9854,17.450,7.366,1244,86400,1,0.038,0,0.000000,0.000000,0.000
54.116,-0.002130,0.004160,-0.000053,-0.046,0.9888,18.382,7.403,1244,86400,1,0.032,0,0.000000,0.000000,0.000
54.516,-0.002592,0.004033,-0.000936,-0.038,0.9920,17.731,8.270,1244,86400,1,0.033,0,0.000000,0.000000,0.000
54.917,-0.002751,0.004724,0.000140,-0.069,0.9901,16.116,7.374,1244,86400,1,0.032,0,0.000000,0.000000,0.000
55.318,-0.001640,0.004284,-0.000785,-0.048,0.9837,14.317,7.175,1244,86400,1,0.128,0,0.000000,0.000000,0.000
55.720,-0.002254,0.004085,-0.001113,-0.044,0.9822,16.297,6.671,1244,86400,1,0.034,0,0.000000,0.000000,0.000
56.123,-0.000193,0.004217,0.000330,-0.065,0.9837,14.008,7.190,1244,86400,1,0.035,0,0.000000,0.000000,0.000
56.534,-0.002318,0.004880,-0.000511,-0.061,0.9839,13.538,6.705,1244,86400,1,0.154,0,0.000000,0.000000,0.000
56.936,-0.002216,0.004773,-0.000478,-0.053,0.9792,12.657,6.373,1244,86400,1,0.047,0,0.000000,0.000000,0.000
57.344,-0.002268,0.005263,0.000270,-0.061,0.9777,15.171,6.255,1244,86304,1,0.040,0,0.000000,0.000000,0.000
57.757,-0.002398,0.006107,0.001567,-0.049,0.9810,15.039,5.709,1244,86400,1,0.048,0,0.000000,0.000000,0.000
58.158,-0.002739,0.004867,-0.000058,-0.053,0.9902,14.315,4.690,1244,86400,1,0.155,0,0.000000,0.000000,0.000
58.560,-0.003243,0.004440,-0.000396,-0.061,0.9935,16.538,3.747,1244,86400,1,0.079,0,0.000000,0.000000,0.000
58.975,-0.000459,0.003453,0.000439,-0.036,0.9856,16.094,3.657,1244,86400,1,0.083,0,0.000000,0.000000,0.000
59.380,-0.001087,0.004125,-0.000165,-0.047,0.9984,18.203,4.118,1244,86400,1,0.090,0,0.000000,0.000000,0.000
59.786,-0.000969,0.003074,-0.000681,-0.037,0.9870,17.640,4.780,1244,86400,1,0.109,0,0.000000,0.000000,0.000
60.201,-0.001501,0.003561,0.000258,-0.038,0.9950,12.531,6.594,1244,86304,1,0.204,0,0.000000,0.000000,0.000
60.615,-0.002118,0.003180,-0.001049,-0.049,0.9936,17.343,6.220,1244,86400,1,0.115,0,0.000000,0.000000,0.000
61.015,-0.001806,0.005056,-0.000521,-0.047,0.9856,17.338,6.325,1244,86400,1,0.020,0,0.000000,0.000000,0.000
61.416,-0.002825,0.005150,0.000757,-0.054,0.9920,17.993,6.829,1244,82656,1,0.197,0,0.000000,0.000000,0.000
61.834,-0.002619,0.004853,-0.000805,-0.040,0.9801,18.226,5.850,1244,86400,1,0.219,0,0.000000,0.000000,0.000
62.237,-0.001995,0.005853,0.000967,-0.059,0.9871,18.654,5.655,1244,86400,1,0.145,0,0.000000,0.000000,0.000
62.637,-0.001235,0.004302,0.000059,-0.047,0.9762,14.180,5.701,1244,86400,1,0.001,0,0.000000,0.000000,0.000
63.041,-0.000437,0.004137,-0.000242,-0.049,0.9871,15.770,5.320,1244,86400,1,0.055,0,0.000000,0.000000,0.000
63.445,-0.001216,0.004499,-0.000107,-0.068,0.9872,17.661,5.390,1244,82656,1,0.159,0,0.000000,0.000000,0.000
63.857,-0.000959,0.004106,-0.000170,-0.043,0.9839,18.363,6.161,1244,86400,1,0.074,0,0.000000,0.000000,0.000
64.275,-0.000501,0.003746,-0.001490,-0.075,0.9902,14.707,6.868,1244,86400,1,0.088,0,0.000000,0.000000,0.000
64.676,-0.001250,0.005668,-0.000844,-0.063,0.9824,19.367,6.655,1244,86400,1,0.087,0,0.000000,0.000000,0.000
65.078,-0.001847,0.006260,0.000028,-0.072,0.9871,21.453,6.294,1244,86400,1,0.088,0,0.000000,0.000000,0.000
65.493,-0.002286,0.005817,-0.000600,-0.077,0.9758,15.847,7.197,1244,86400,1,0.102,0,0.000000,0.000000,0.000
65.895,-0.002286,0.005817,-0.000600,-0.077,0.9758,14.985,6.518,1244,86400,1,0.504,0,0.000000,0.000000,0.000
66.296,-0.001363,0.005548,-0.001496,-0.064,0.9871,18.307,4.408,1244,86304,1,0.082,0,0.000000,0.000000,0.000
66.701,-0.001632,0.005211,0.000437,-0.077,0.9788,11.048,3.865,1244,86400,1,0.106,0,0.000000,0.000000,0.000
67.115,-0.000945,0.005145,-0.000921,-0.067,0.9714,15.012,4.544,1244,86400,1,0.018,0,0.000000,0.000000,0.000
67.543,-0.000945,0.005145,-0.000921,-0.067,0.9714,18.448,5.706,1244,86400,1,0.446,0,0.000000,0.000000,0.000
67.955,-0.001297,0.004790,-0.000471,-0.032,0.9838,14.334,4.862,1244,86400,1,0.058,0,0.000000,0.000000,0.000
68.357,-0.001297,0.004790,-0.000471,-0.032,0.9838,16.917,5.378,1244,86400,1,0.460,0,0.000000,0.000000,0.000
68.757,-0.001503,0.004109,0.000196,-0.042,0.9804,15.297,4.750,1244,86400,1,0.262,0,0.000000,0.000000,0.000
69.157,-0.001690,0.005209,-0.000645,-0.060,0.9802,14.585,4.728,1244,86400,1,0.172,0,0.000000,0.000000,0.000
69.575,-0.000980,0.005964,-0.000236,-0.044,0.9903,20.401,4.199,1244,82656,1,0.192,0,0.000000,0.000000,0.000
69.977,-0.001535,0.004960,-0.001109,-0.046,0.9887,19.663,4.040,1244,86400,1,0.094,0,0.000000,0.000000,0.000
70.377,-0.001595,0.005390,-0.000515,-0.067,0.9902,19.022,3.678,1244,86304,1,0.077,0,0.000000,0.000000,0.000
70.795,-0.001347,0.004578,-0.000678,-0.054,0.9870,18.444,4.494,1244,86400,1,0.095,0,0.000000,0.000000,0.000
71.196,-0.000366,0.005263,-0.000280,-0.063,0.9902,16.826,5.849,1244,86400,1,0.103,0,0.000000,0.000000,0.000
71.598,-0.000225,0.005002,-0.001671,-0.054,0.9837,17.186,6.929,1244,86400,1,0.370,0,0.000000,0.000000,0.000
71.999,-0.000225,0.005002,-0.001671,-0.054,0.9837,19.369,8.620,1244,86400,1,0.770,0,0.000000,0.000000,0.000
72.418,-0.001432,0.005262,-0.001317,-0.067,0.9789,18.679,5.007,1244,86400,1,0.036,0,0.000000,0.000000,0.000
72.835,-0.001566,0.004746,-0.000884,-0.043,0.9806,16.316,5.261,1244,86400,1,0.054,0,0.000000,0.000000,0.000
73.235,-0.001090,0.004267,-0.000925,-0.057,0.9696,17.157,7.853,1244,86400,1,0.117,0,0.000000,0.000000,0.000
73.637,-0.001868,0.005101,-0.000255,-0.053,0.9920,17.569,8.049,1244,86400,1,0.047,0,0.000000,0.000000,0.000
74.040,-0.002415,0.005410,0.000222,-0.069,0.9918,15.287,7.851,1244,86400,1,0.157,0,0.000000,0.000000,0.000
74.455,-0.002145,0.004500,-0.000737,-0.047,0.9903,18.892,7.327,1244,82656,1,0.336,0,0.000000,0.000000,0.000
74.855,-0.001874,0.003962,-0.000248,-0.056,0.9902,18.907,5.772,1244,86400,1,0.056,0,0.000000,0.000000,0.000
75.256,-0.001614,0.005339,-0.001096,-0.053,0.9854,13.362,5.817,1244,86400,1,0.236,0,0.000000,0.000000,0.000
75.689,-0.001303,0.004696,-0.000934,-0.064,0.9887,17.739,5.014,1244,86400,1,0.104,0,0.000000,0.000000,0.000
76.091,0.000449,0.004724,-0.000461,-0.045,0.9886,15.367,5.070,1244,86400,1,0.000,0,0.000000,0.000000,0.000
76.496,-0.000982,0.003930,-0.001018,-0.028,0.9919,12.585,6.066,1244,86400,1,0.012,0,0.000000,0.000000,0.000
76.896,-0.000552,0.003594,-0.000302,-0.035,0.9919,19.429,5.604,1244,86400,1,0.092,0,0.000000,0.000000,0.000
77.300,-0.000602,0.004209,-0.000485,-0.045,0.9903,22.172,6.246,1244,86400,1,0.000,0,0.000000,0.000000,0.000
77.715,-0.000369,0.004923,0.000389,-0.044,0.9823,16.322,6.698,1244,86400,1,0.031,0,0.000000,0.000000,0.000
78.116,-0.000204,0.006117,-0.000992,-0.076,0.9871,16.847,6.113,1244,86400,1,0.131,0,0.000000,0.000000,0.000
78.537,-0.001495,0.005535,0.000335,-0.075,0.9821,21.089,6.733,1244,86400,1,0.247,0,0.000000,0.000000,0.000
78.939,-0.001375,0.004349,-0.000644,-0.027,0.9918,11.113,6.490,1244,86400,1,0.057,0,0.000000,0.000000,0.000
79.339,-0.000738,0.004828,0.000566,-0.039,0.9869,13.933,6.146,1244,86304,1,0.005,0,0.000000,0.000000,0.000
79.763,-0.000738,0.004828,0.000566,-0.039,0.9869,17.606,5.827,1244,86400,1,0.428,0,0.000000,0.000000,0.000
80.171,-0.000738,0.004828,0.000566,-0.039,0.9869,13.561,6.265,1244,86400,1,0.836,0,0.000000,0.000000,0.000
80.576,-0.000251,0.005249,-0.000687,-0.061,0.9823,16.585,4.263,1244,86400,1,0.086,0,0.000000,0.000000,0.000
80.988,-0.000711,0.005228,-0.000447,-0.053,0.9776,17.041,4.198,1244,86400,1,0.109,0,0.000000,0.000000,0.000
81.395,-0.000138,0.004064,-0.000454,-0.051,0.9872,15.119,7.937,1244,86304,1,0.208,0,0.000000,0.000000,0.000
81.797,-0.000849,0.003434,-0.000225,-0.029,0.9921,16.453,7.217,1244,86400,1,0.106,0,0.000000,0.000000,0.000
82.216,-0.000312,0.002768,0.000921,-0.027,0.9851,13.220,6.729,1244,86400,1,0.128,0,0.000000,0.000000,0.000
82.627,-0.000908,0.003430,-0.000876,-0.024,0.9918,15.282,5.578,1244,86400,1,0.226,0,0.000000,0.000000,0.000
83.035,-0.001645,0.004108,-0.000844,-0.052,0.9902,13.736,4.414,1244,86400,1,0.134,0,0.000000,0.000000,0.000
83.435,-0.001052,0.003894,0.000455,-0.018,0.9823,14.609,3.700,1244,82656,1,0.054,0,0.000000,0.000000,0.000
83.836,-0.001188,0.004507,-0.000077,-0.048,0.9869,16.958,3.519,1244,86400,1,0.249,0,0.000000,0.000000,0.000
84.236,-0.001208,0.005394,-0.000809,-0.071,0.9757,17.886,3.133,1244,86400,1,0.240,0,0.000000,0.000000,0.000
84.636,-0.001417,0.004995,-0.000295,-0.055,0.9903,14.937,3.564,1244,86400,1,0.052,0,0.000000,0.000000,0.000
85.036,-0.002135,0.004814,-0.000286,-0.069,0.9935,18.696,4.992,1244,86400,1,0.053,0,0.000000,0.000000,0.000
85.437,-0.001472,0.004681,0.000079,-0.058,0.9807,12.628,4.737,1244,82656,1,0.057,0,0.000000,0.000000,0.000
85.848,-0.001110,0.004294,-0.001415,-0.037,0.9887,11.681,4.784,1244,86400,1,0.179,0,0.000000,0.000000,0.000
86.258,-0.001894,0.004053,-0.000362,-0.056,0.9885,16.342,5.299,1244,86400,1,0.067,0,0.000000,0.000000,0.000
