t,x,y,z,yaw_deg,quality,lidar_hz,pose_hz,localmap_n,raw_n,tf_ok,pose_age_s,icp_fail_n,wheel_x,wheel_y,wheel_yaw_deg
86.666,-0.000887,0.003751,-0.000882,-0.043,0.9759,15.868,5.281,1244,86400,1,0.081,0,0.000000,0.000000,0.000
87.075,-0.001385,0.003459,-0.000811,-0.018,0.9709,18.571,6.152,1244,86400,1,0.163,0,0.000000,0.000000,0.000
87.477,-0.001621,0.002326,-0.000046,-0.017,0.9683,20.481,6.393,1244,82560,1,0.088,0,0.000000,0.000000,0.000
87.895,-0.000736,0.003389,0.000759,-0.044,0.9742,16.839,7.778,1244,86400,1,0.216,0,0.000000,0.000000,0.000
88.297,-0.001409,0.006085,-0.000060,-0.076,0.9808,18.814,6.933,1244,86304,1,0.007,0,0.000000,0.000000,0.000
88.715,-0.001537,0.003795,-0.001045,-0.051,0.9838,19.454,5.778,1244,86400,1,0.027,0,0.000000,0.000000,0.000
89.121,-0.001053,0.003932,-0.000166,-0.053,0.9887,16.392,5.575,1244,86400,1,0.324,0,0.000000,0.000000,0.000
89.535,-0.002239,0.005731,-0.001187,-0.054,0.9838,18.106,4.981,1244,86304,1,0.049,0,0.000000,0.000000,0.000
89.936,-0.002236,0.005508,0.000015,-0.063,0.9887,16.313,6.131,1244,86400,1,0.141,0,0.000000,0.000000,0.000
90.338,-0.002236,0.005508,0.000015,-0.063,0.9887,16.210,6.589,1244,86400,1,0.544,0,0.000000,0.000000,0.000
90.741,-0.002481,0.005765,-0.000546,-0.061,0.9872,15.272,4.758,1244,86400,1,0.052,0,0.000000,0.000000,0.000
91.142,-0.002396,0.005349,-0.000478,-0.071,0.9808,12.085,5.895,1244,86400,1,0.146,0,0.000000,0.000000,0.000
91.565,-0.001741,0.005201,-0.000482,-0.055,0.9888,16.278,4.252,1244,86400,1,0.089,0,0.000000,0.000000,0.000
91.966,-0.001500,0.004584,-0.000351,-0.055,0.9788,15.862,5.367,1244,86400,1,0.081,0,0.000000,0.000000,0.000
92.374,-0.000795,0.004076,0.001180,-0.036,0.9886,18.815,5.214,1244,82656,1,0.062,0,0.000000,0.000000,0.000
92.779,-0.001381,0.005786,-0.000650,-0.082,0.9886,17.906,5.547,1244,86400,1,0.090,0,0.000000,0.000000,0.000
93.194,-0.000931,0.003889,-0.000738,-0.039,0.9165,17.339,6.755,1244,86400,1,0.089,0,0.000000,0.000000,0.000
93.595,-0.000760,0.004260,-0.000692,-0.031,0.9823,18.809,5.559,1244,86400,1,0.106,0,0.000000,0.000000,0.000
93.996,-0.000889,0.004776,-0.000645,-0.037,0.9871,17.372,4.807,1244,86400,1,0.019,0,0.000000,0.000000,0.000
94.396,-0.000927,0.003977,-0.000103,-0.053,0.9776,14.696,4.670,1244,86400,1,0.311,0,0.000000,0.000000,0.000
94.800,-0.001216,0.004459,0.000595,-0.042,0.9836,17.319,2.770,1244,86400,1,0.014,0,0.000000,0.000000,0.000
95.205,-0.001212,0.004465,-0.000885,-0.043,0.9887,21.482,3.285,1244,86400,1,0.194,0,0.000000,0.000000,0.000
95.615,-0.001591,0.004951,-0.000411,-0.067,0.9855,19.954,4.979,1244,86400,1,0.032,0,0.000000,0.000000,0.000
96.034,-0.001591,0.004951,-0.000411,-0.067,0.9855,15.332,4.673,1244,86400,1,0.451,0,0.000000,0.000000,0.000
96.444,-0.001382,0.003807,-0.001573,-0.048,0.9738,15.404,4.888,1244,86400,1,0.021,0,0.000000,0.000000,0.000
96.862,-0.000088,0.003248,0.001042,-0.043,0.9714,13.737,5.773,1244,86400,1,0.074,0,0.000000,0.000000,0.000
97.275,-0.000271,0.003520,0.000293,-0.028,0.9887,22.553,5.791,1244,86400,1,0.164,0,0.000000,0.000000,0.000
97.676,-0.002123,0.004204,-0.000761,-0.065,0.9918,17.659,7.282,1244,86400,1,0.092,0,0.000000,0.000000,0.000
98.076,-0.001419,0.005153,0.000728,-0.053,0.9869,15.682,6.569,1244,86400,1,0.191,0,0.000000,0.000000,0.000
98.498,-0.001947,0.004904,-0.000337,-0.049,0.9852,18.402,5.664,1244,86400,1,0.115,0,0.000000,0.000000,0.000
98.915,-0.000531,0.006578,-0.001255,-0.060,0.9919,22.092,5.221,1244,86400,1,0.020,0,0.000000,0.000000,0.000
99.316,-0.001227,0.006575,-0.001082,-0.069,0.9919,15.857,5.431,1244,86304,1,0.073,0,0.000000,0.000000,0.000
99.718,-0.002080,0.007433,0.000174,-0.066,0.9872,19.390,5.566,1244,86400,1,0.036,0,0.000000,0.000000,0.000
100.137,-0.001123,0.006748,-0.000062,-0.046,0.9935,19.147,5.760,1244,86400,1,0.112,0,0.000000,0.000000,0.000
100.540,-0.001486,0.006144,-0.001260,-0.053,0.9385,21.794,5.152,1244,86400,1,0.114,0,0.000000,0.000000,0.000
100.962,-0.001486,0.006144,-0.001260,-0.053,0.9385,21.550,4.949,1244,86400,1,0.536,0,0.000000,0.000000,0.000
101.364,0.004269,0.005426,0.000508,-0.022,0.8365,17.040,3.507,1244,82656,1,0.051,0,0.014416,0.000068,0.351
101.780,0.035737,0.000883,-0.006621,-0.037,0.9571,16.086,4.190,1244,86400,1,0.084,0,0.059968,0.000345,0.331
102.185,0.047394,-0.000403,-0.005940,0.022,0.9614,15.897,4.363,1244,86400,1,0.376,0,0.097723,0.000534,0.270
102.590,0.103448,0.005106,0.001147,-0.137,0.7031,14.210,4.966,1244,86400,1,0.178,0,0.139921,0.000729,0.267
102.995,0.172487,0.009888,0.002777,-0.133,0.7895,11.742,5.206,1244,86400,1,0.072,0,0.179084,0.000942,0.352
103.439,0.213465,0.010343,-0.000228,-0.159,0.9899,15.130,4.392,1244,82656,1,0.114,0,0.206178,0.001126,0.383
103.847,0.246029,0.008938,-0.000116,-0.297,0.9567,16.757,5.449,1244,86400,1,0.132,0,0.263915,0.001531,0.441
104.258,0.298069,0.009769,-0.000814,-0.143,0.9788,14.673,6.133,1244,86400,1,0.052,0,0.305884,0.001871,0.476
104.674,0.344404,0.010645,0.003244,-0.194,0.9654,17.759,6.273,1764,86400,1,0.072,0,0.347888,0.002185,0.392
105.075,0.377811,0.014518,0.006008,-0.311,0.8459,17.365,7.127,1764,86400,1,0.066,0,0.373443,0.002366,0.427
105.475,0.415499,0.014625,0.003056,-0.253,0.9550,15.968,7.101,1764,82656,1,0.154,0,0.412134,0.002674,0.444
105.889,0.457600,0.013712,0.003173,-0.350,0.9761,18.226,6.685,1764,86400,1,0.193,0,0.447933,0.002978,0.493
106.289,0.496188,0.013004,0.005249,-0.322,0.9592,12.937,5.628,1764,86400,1,0.288,0,0.490907,0.003391,0.566
106.689,0.559238,0.013647,0.007635,-0.297,0.9866,16.056,4.626,1764,86400,1,0.080,0,0.531525,0.003807,0.593
107.091,0.596476,0.012140,0.004262,-0.281,0.9853,15.561,4.719,1764,82656,1,0.195,0,0.571027,0.004199,0.587
107.498,0.629642,0.012696,0.005409,-0.181,0.8629,18.282,5.004,1764,82656,1,0.268,0,0.610459,0.004582,0.519
107.915,0.691333,0.016087,0.005368,-0.293,0.7692,23.003,5.458,1982,82656,1,0.082,0,0.654024,0.004969,0.560
108.315,0.742315,0.013849,0.005741,-0.342,0.9691,12.887,5.911,1982,86304,1,0.018,0,0.693411,0.005386,0.620
108.715,0.789681,0.012745,0.002431,-0.363,0.9658,17.739,5.302,1982,86400,1,0.018,0,0.733565,0.005807,0.590
109.139,0.825177,0.015239,0.001829,-0.269,0.9788,16.416,5.641,1982,86400,1,0.136,0,0.761177,0.006107,0.650
109.546,0.868446,0.016410,0.004429,-0.405,0.9895,19.040,6.025,1982,82560,1,0.151,0,0.800858,0.006560,0.623
109.946,0.918712,0.018263,0.004653,-0.322,0.7910,18.492,5.474,2118,86400,1,0.124,0,0.840377,0.006998,0.645
110.348,0.969969,0.017630,0.005749,-0.285,0.7968,19.234,6.118,2118,86400,1,0.015,0,0.879495,0.007412,0.565
110.764,0.990723,0.018481,0.007703,-0.419,0.8400,12.578,5.834,2118,86400,1,0.236,0,0.922412,0.007871,0.592
111.170,1.056000,0.023080,0.003028,-0.519,0.9115,9.957,4.737,2118,86304,1,0.053,0,0.961638,0.008295,0.626
111.586,1.098813,0.023867,0.004406,-0.510,0.8417,17.623,4.626,2118,86400,1,0.051,0,1.002933,0.008733,0.539
112.006,1.109774,0.022874,0.004378,-0.495,0.9729,12.450,5.771,2222,86400,1,0.419,0,1.044811,0.009115,0.486
112.408,1.175069,0.020849,0.006457,-0.460,0.9700,10.275,4.744,2222,86400,1,0.195,0,1.081801,0.009431,0.513
112.814,1.240666,0.020905,0.005789,-0.618,0.9869,16.087,4.547,2222,86400,1,0.012,0,1.125415,0.009839,0.542
113.215,1.240666,0.020905,0.005789,-0.618,0.9869,17.773,4.912,2222,86400,1,0.412,0,1.165577,0.010213,0.546
113.615,1.302237,0.020973,0.004720,-0.433,0.7793,14.982,2.857,2222,86400,1,0.195,0,1.205201,0.010554,0.508
114.035,1.351736,0.020999,0.005722,-0.526,0.9787,16.985,2.349,2222,86400,1,0.118,0,1.243401,0.010868,0.466
114.436,1.388457,0.016913,0.004556,-0.359,0.8256,15.523,3.652,2222,86400,1,0.075,0,1.260582,0.010990,0.366
114.837,1.403314,0.013624,0.005615,-0.259,0.9768,17.194,4.382,2283,86400,1,0.276,0,1.284935,0.011152,0.380
115.242,1.438738,0.016205,0.006825,-0.385,0.9591,12.989,4.193,2283,86400,1,0.153,0,1.308954,0.011312,0.413
115.646,1.464015,0.013454,0.004968,-0.237,0.8685,11.325,4.674,2283,86400,1,0.017,0,1.321990,0.011406,0.398
116.047,1.483312,0.012868,0.006133,-0.209,0.8452,16.685,4.163,2283,86400,1,0.019,0,1.334306,0.011497,0.460
116.455,1.500181,0.014429,0.006542,-0.349,0.8399,13.622,3.428,2283,82656,1,0.145,0,1.362215,0.011734,0.486
116.857,1.524244,0.013974,0.004514,-0.433,0.9669,12.291,4.127,2283,86400,1,0.166,0,1.382073,0.011907,0.512
117.262,1.546684,0.013323,0.006991,-0.235,0.9327,15.706,4.443,2283,86400,1,0.160,0,1.401791,0.012078,0.495
117.686,1.576105,0.013910,0.006420,-0.194,0.8115,18.665,4.396,2283,86400,1,0.066,0,1.420893,0.012249,0.523
118.093,1.605138,0.009881,0.004841,-0.228,0.8023,12.696,5.048,2283,86400,1,0.000,0,1.442203,0.012435,0.480
118.496,1.620563,0.011260,0.005316,-0.082,0.8103,12.423,5.109,2283,86400,1,0.095,0,1.462249,0.012614,0.530
118.903,1.652497,0.010226,0.006143,-0.158,0.9776,17.136,5.345,2283,86400,1,0.012,0,1.481614,0.012783,0.509
119.344,1.678555,0.011093,0.002437,-0.127,0.9921,19.703,5.844,2283,86400,1,0.049,0,1.489490,0.012856,0.531
119.745,1.699297,0.009592,0.003720,-0.075,0.7854,11.595,6.276,2330,86400,1,0.045,0,1.523311,0.013170,0.548
120.152,1.699297,0.009592,0.003720,-0.075,0.7854,15.048,6.928,2330,86400,1,0.452,0,1.543160,0.013365,0.569
120.559,1.722194,0.006222,0.004229,0.015,0.9489,13.098,6.193,2330,86400,1,0.314,0,1.563030,0.013563,0.563
120.985,1.748568,0.003949,0.005353,0.066,0.9761,13.998,5.385,2330,86400,1,0.286,0,1.582737,0.013755,0.566
121.410,1.782692,0.002902,0.003460,0.012,0.9752,16.414,4.832,2330,82656,1,0.128,0,1.597590,0.013907,0.611
121.810,1.782692,0.002902,0.003460,0.012,0.9752,16.314,5.393,2330,86400,1,0.529,0,1.624711,0.014205,0.631
122.216,1.817144,0.002738,0.006620,0.006,0.9808,17.013,3.392,2330,86400,1,0.203,0,1.644972,0.014432,0.652
122.616,1.844030,0.005515,0.006102,0.029,0.8009,18.856,2.766,2330,86400,1,0.110,0,1.664747,0.014670,0.717
123.016,1.881668,0.006115,0.001697,0.049,0.7859,20.540,4.286,2330,86400,1,0.007,0,1.684926,0.014936,0.771
123.419,1.905572,0.005919,0.001292,0.172,0.8200,17.754,6.437,2330,82656,1,0.008,0,1.704031,0.015191,0.750
123.820,1.925330,0.000291,0.003825,0.038,0.9822,19.013,6.140,2368,86400,1,0.015,0,1.710006,0.015270,0.766
124.220,1.940309,0.001944,0.005209,-0.063,0.9828,13.706,7.068,2368,86400,1,0.016,0,1.736427,0.015628,0.796
124.629,1.940309,0.001944,0.005209,-0.063,0.9828,16.227,6.586,2368,86400,1,0.425,0,1.738408,0.015656,0.806
125.036,1.978427,0.005152,0.005890,-0.176,0.9899,19.409,4.521,2368,86400,1,0.156,0,1.776921,0.016228,0.893
125.436,2.001760,0.005016,0.005598,-0.070,0.9794,14.228,3.575,2368,82656,1,0.153,0,1.797341,0.016548,0.885
125.836,2.030809,0.008684,0.003205,-0.008,0.9721,15.674,4.135,2368,86400,1,0.037,0,1.816813,0.016849,0.887
126.242,2.043796,0.007885,0.000596,0.048,0.9256,19.860,5.892,2368,86400,1,0.237,0,1.827928,0.017022,0.874
126.655,2.075549,0.009789,0.004056,0.015,0.8375,15.549,5.003,2368,86304,1,0.039,0,1.857704,0.017479,0.896
127.057,2.100147,0.008467,0.002518,-0.043,0.9754,12.229,5.225,2368,86400,1,0.052,0,1.877195,0.017778,0.919
127.460,2.112199,0.007530,0.003169,0.021,0.7905,17.242,5.090,2368,86400,1,0.155,0,1.895405,0.018076,0.946
127.862,2.132527,0.008001,0.005688,-0.048,0.7859,20.058,4.464,2368,86400,1,0.149,0,1.914921,0.018399,0.962
128.275,2.151781,0.009423,0.006451,0.052,0.8333,21.891,3.777,2368,86304,1,0.146,0,1.929765,0.018656,1.013
128.676,2.183303,0.010504,0.006046,-0.411,0.7963,21.944,4.285,2398,82656,1,0.000,0,1.955486,0.019119,1.071
129.095,2.201636,0.010331,0.005621,-0.154,0.7560,19.284,4.696,2398,86400,1,0.087,0,1.976859,0.019532,1.136
129.498,2.214031,0.011057,0.007784,-0.301,0.9706,14.596,5.582,2398,86400,1,0.296,0,1.995871,0.019912,1.191
129.911,2.235061,0.012117,0.006499,-0.462,0.9763,11.581,5.728,2398,86400,1,0.385,0,2.017103,0.020358,1.217
130.347,2.284507,0.011328,0.006175,-0.391,0.9653,9.374,5.233,2398,86400,1,0.050,0,2.033636,0.020712,1.263
130.762,2.300461,0.011189,0.004729,-0.359,0.7986,14.259,5.847,2398,86400,1,0.165,0,2.058213,0.021246,1.242
131.166,2.326312,0.013254,0.004704,-0.315,0.9607,18.033,5.239,2398,86400,1,0.055,0,2.078058,0.021687,1.305
131.575,2.339478,0.014929,0.003105,-0.315,0.8278,13.325,7.357,2398,86400,1,0.167,0,2.098953,0.022159,1.248
131.999,2.339478,0.014929,0.003105,-0.315,0.8278,14.417,7.686,2398,86400,1,0.590,0,2.120041,0.022628,1.263
132.417,2.339478,0.014929,0.003105,-0.315,0.8278,19.544,7.825,2398,82656,1,1.008,0,2.133539,0.022924,1.246
132.835,2.339478,0.014929,0.003105,-0.315,0.8278,15.113,7.740,2398,86400,1,1.426,0,2.161121,0.023549,1.334
133.236,2.436954,0.014388,0.002583,-0.328,0.9679,14.608,2.592,2398,86400,1,0.000,0,2.179197,0.023976,1.382
133.659,2.461613,0.013588,0.006857,-0.620,0.9677,16.888,5.744,2398,86400,1,0.059,0,2.200385,0.024499,1.405
134.060,2.481883,0.014834,0.006562,-0.470,0.8268,14.091,5.002,2398,86400,1,0.158,0,2.219840,0.024974,1.432
134.476,2.508691,0.015859,0.006263,-0.357,0.9748,13.802,4.697,2398,86304,1,0.083,0,2.241445,0.025514,1.431
134.881,2.521851,0.017751,0.005722,-0.492,0.9722,15.269,5.039,2430,86400,1,0.192,0,2.261535,0.026022,1.484
135.287,2.545346,0.020730,0.006899,-0.863,0.9760,12.610,4.413,2430,82656,1,0.102,0,2.281499,0.026537,1.478
135.688,2.567579,0.020188,0.010314,-0.758,0.7523,15.591,4.482,2430,86400,1,0.000,0,2.293459,0.026847,1.499
136.096,2.574491,0.021361,0.006494,-0.677,0.7814,16.648,4.726,2430,86400,1,0.295,0,2.314241,0.027382,1.441
136.501,2.597106,0.020593,0.007687,-0.761,0.9403,15.558,4.993,2430,82656,1,0.288,0,2.332731,0.027856,1.491
136.915,2.633598,0.023558,0.010521,-0.939,0.9636,16.081,4.310,2430,86400,1,0.106,0,2.354047,0.028405,1.446
137.316,2.648339,0.023774,0.004706,-0.969,0.7569,18.446,4.635,2430,86400,1,0.196,0,2.372655,0.028877,1.453
137.717,2.683769,0.022290,0.004666,-0.436,0.9677,14.179,3.701,2430,86400,1,0.025,0,2.393275,0.029392,1.447
138.118,2.694350,0.022485,0.003271,-0.505,0.7937,15.785,3.898,2430,86400,1,0.192,0,2.413542,0.029918,1.497
138.534,2.724922,0.022225,0.003018,-0.799,0.9649,15.249,3.936,2430,82656,1,0.045,0,2.434066,0.030445,1.483
138.935,2.741374,0.022651,0.005380,-0.964,0.9697,14.406,3.567,2465,86400,1,0.132,0,2.454065,0.030966,1.478
139.341,2.754365,0.023364,0.004756,-0.956,0.9667,15.462,3.997,2465,86400,1,0.351,0,2.468834,0.031349,1.522
139.753,2.786403,0.021419,0.006479,-0.812,0.9607,16.828,3.602,2465,86400,1,0.162,0,2.493409,0.031996,1.460
140.159,2.818800,0.020207,0.008356,-0.704,0.9626,18.677,5.091,2465,86400,1,0.035,0,2.512709,0.032484,1.453
140.595,2.837804,0.022494,0.008437,-0.910,0.9793,19.416,5.609,2465,86304,1,0.187,0,2.532685,0.032987,1.411
140.999,2.873927,0.021418,0.004494,-0.688,0.7558,17.038,6.635,2465,86400,1,0.007,0,2.554794,0.033525,1.409
141.405,2.891456,0.018674,0.003250,-0.787,0.9765,15.874,6.309,2465,86400,1,0.018,0,2.574721,0.034018,1.425
141.815,2.900155,0.017150,0.003919,-0.799,0.8933,15.499,6.422,2465,86400,1,0.219,0,2.593908,0.034498,1.463
142.225,2.900155,0.017150,0.003919,-0.799,0.8933,14.122,6.243,2465,86400,1,0.629,0,2.602071,0.034708,1.476
142.636,2.949469,0.017239,0.006087,-0.367,0.9618,15.802,4.133,2465,86400,1,0.048,0,2.635594,0.035561,1.476
143.037,2.970774,0.016993,0.008419,-0.569,0.9733,20.876,4.363,2465,86400,1,0.110,0,2.645469,0.035815,1.457
143.450,2.986679,0.017072,0.004915,-0.544,0.9693,18.230,3.144,2465,82560,1,0.054,0,2.661640,0.036223,1.356
143.856,2.990538,0.016594,0.004341,-0.800,0.9544,20.418,4.004,2483,86400,1,0.058,0,2.661539,0.036220,1.335
144.262,2.995249,0.015363,0.004689,-0.610,0.9686,16.608,4.235,2483,86400,1,0.074,0,2.661539,0.036220,1.335
144.664,2.998193,0.014371,0.002246,-0.577,0.9538,17.303,4.046,2483,86400,1,0.149,0,2.661539,0.036220,1.335
145.074,2.998193,0.014371,0.002246,-0.577,0.9538,11.557,4.465,2483,86400,1,0.559,0,2.660324,0.036197,0.554
145.482,3.005028,0.019951,0.005194,-1.485,0.9783,9.745,3.705,2483,82656,1,0.102,0,2.661474,0.036192,-1.455
145.882,3.019095,0.037605,0.010310,-3.212,0.9647,22.498,4.786,2483,86400,1,0.087,0,2.662287,0.036155,-5.018
146.297,3.032033,0.068776,0.009842,-5.712,0.9742,19.964,5.332,2483,86304,1,0.094,0,2.662020,0.036188,-8.305
146.698,3.039869,0.096012,0.007882,-8.274,0.9855,15.486,7.126,2483,86400,1,0.102,0,2.662024,0.036187,-9.778
147.115,3.047790,0.118092,0.005621,-9.385,0.9706,15.613,6.694,2483,86400,1,0.130,0,2.663456,0.035893,-10.373
147.516,3.047790,0.118092,0.005621,-9.385,0.9706,18.966,6.154,2483,86400,1,0.531,0,2.663456,0.035893,-10.373
147.916,3.048043,0.124613,0.003035,-9.509,0.9674,16.753,3.369,2483,86400,1,0.033,0,2.663456,0.035893,-10.373
148.316,3.048550,0.131482,0.004391,-9.385,0.7138,13.635,3.212,2483,86400,1,0.293,0,2.663422,0.035899,-11.314
148.744,3.048550,0.131482,0.004391,-9.385,0.7138,17.016,2.695,2483,86400,1,0.720,0,2.663485,0.035886,-13.232
149.177,3.052458,0.146623,0.006098,-12.260,0.9704,15.866,2.499,2483,86400,1,0.094,0,2.665631,0.035294,-13.923
149.578,3.047165,0.168518,0.003792,-12.554,0.9601,17.961,3.697,2483,86400,1,0.072,0,2.665631,0.035294,-13.921
149.978,3.046800,0.173459,0.002658,-12.397,0.6926,17.376,3.825,2483,86400,1,0.386,0,2.665140,0.035417,-14.107
150.401,3.046800,0.173459,0.002658,-12.397,0.6926,20.124,8.314,2483,86400,1,0.809,0,2.665217,0.035397,-14.031
150.804,3.044593,0.178592,0.003322,-12.719,0.9665,14.192,3.776,2483,86400,1,0.224,0,2.665238,0.035392,-14.035
151.205,3.040900,0.188421,0.003065,-12.690,0.9780,13.051,3.735,2483,86400,1,0.125,0,2.665218,0.035397,-14.038
151.617,3.037427,0.198441,0.002900,-13.715,0.9412,12.757,5.910,2483,86400,1,0.022,0,2.665255,0.035384,-15.402
152.021,3.039010,0.213308,0.003228,-15.382,0.9534,11.769,5.551,2483,86400,1,0.000,0,2.665274,0.035379,-15.490
152.435,3.039010,0.213308,0.003228,-15.382,0.6752,16.947,5.551,2483,86304,1,0.414,0,2.665192,0.035458,-22.440
152.835,3.031772,0.210233,-0.001295,-21.662,0.9343,18.156,4.871,2483,86400,1,0.152,0,2.665899,0.035138,-25.978
153.235,3.020149,0.217908,0.000699,-24.548,0.8540,13.025,5.339,2483,86400,1,0.046,0,2.664945,0.035635,-29.473
153.636,3.021635,0.226307,0.002027,-27.459,0.7109,19.386,5.550,2504,86400,1,0.026,0,2.665839,0.035073,-33.158
154.037,3.011319,0.233318,-0.001226,-30.651,0.7166,17.848,7.814,2504,86400,1,0.031,0,2.664812,0.035819,-36.666
154.439,3.003901,0.233928,-0.001669,-32.494,0.7660,17.177,8.030,2504,82656,1,0.222,0,2.665405,0.035316,-40.344
154.843,3.001525,0.233513,-0.002074,-35.650,0.7300,19.863,6.898,2504,86400,1,0.217,0,2.664995,0.035750,-44.035
155.244,2.992900,0.235220,-0.002334,-37.111,0.6955,21.307,5.454,2504,86400,1,0.011,0,2.664812,0.035915,-43.237
155.644,2.989210,0.237991,-0.002073,-36.926,0.6891,16.124,4.885,2504,86400,1,0.210,0,2.664812,0.035915,-43.237
156.060,2.983954,0.242455,-0.002184,-37.458,0.7012,15.080,4.018,2504,86400,1,0.225,0,2.664812,0.035915,-43.237
156.463,2.982359,0.251262,0.000964,-37.523,0.7261,16.493,4.671,2504,82656,1,0.125,0,2.664812,0.035915,-43.237
156.876,2.980948,0.259633,-0.000967,-37.372,0.7429,14.823,5.849,2504,86400,1,0.070,0,2.664812,0.035915,-43.237
157.277,2.979699,0.269467,-0.001870,-37.484,0.7727,12.009,6.209,2504,86400,1,0.071,0,2.664812,0.035915,-43.237
157.678,2.979464,0.273276,-0.000517,-37.739,0.7731,17.030,5.779,2504,86400,1,0.074,0,2.664812,0.035915,-43.237
158.095,2.979205,0.280285,0.000992,-37.607,0.8340,18.529,6.012,2504,86400,1,0.168,0,2.664812,0.035915,-43.237
158.496,2.980413,0.296898,0.003367,-37.296,0.8714,11.228,5.788,2504,86400,1,0.070,0,2.664812,0.035915,-43.237
158.897,2.982468,0.316639,0.003258,-35.985,0.8697,12.633,6.158,2504,86400,1,0.000,0,2.664812,0.035915,-43.237
159.306,2.980558,0.322868,0.001796,-37.731,0.8388,15.916,6.541,2504,86400,1,0.021,0,2.664812,0.035915,-43.237
159.715,2.975782,0.325075,-0.004853,-38.182,0.7839,19.255,6.662,2504,82656,1,0.074,0,2.664812,0.035915,-43.237
160.135,2.975985,0.329848,0.001310,-37.501,0.8724,14.775,6.407,2504,86400,1,0.218,0,2.664812,0.035915,-43.237
160.536,2.977097,0.347081,0.001236,-36.856,0.8595,15.844,5.316,2504,86400,1,0.045,0,2.664812,0.035915,-43.237
160.948,2.975709,0.362184,-0.001499,-37.170,0.8642,13.658,5.280,2504,86400,1,0.050,0,2.664812,0.035915,-43.237
161.357,2.976744,0.366616,0.001986,-36.377,0.8745,13.521,4.821,2504,86304,1,0.059,0,2.664812,0.035915,-43.237
161.757,2.976744,0.366616,0.001986,-36.377,0.8745,14.485,5.069,2504,86400,1,0.460,0,2.664812,0.035915,-43.237
162.159,2.976744,0.366616,0.001986,-36.377,0.8745,12.799,6.201,2504,86400,1,0.862,0,2.664812,0.035915,-43.237
162.577,2.979832,0.386087,0.001397,-36.454,0.8638,17.055,3.349,2504,86400,1,0.158,0,2.664812,0.035915,-43.237
162.977,2.978852,0.397176,0.000565,-37.382,0.8669,15.303,3.730,2504,86400,1,0.071,0,2.664812,0.035915,-43.237
163.395,2.976384,0.401689,-0.001038,-37.360,0.8506,15.199,7.736,2504,82656,1,0.248,0,2.664812,0.035915,-43.237
163.800,2.974399,0.410287,0.000279,-37.552,0.8542,18.737,6.162,2504,86400,1,0.097,0,2.664812,0.035915,-43.237
164.205,2.973680,0.419843,-0.000327,-37.434,0.8661,18.033,6.483,2504,86400,1,0.112,0,2.664899,0.035833,-43.237
164.648,2.977627,0.419431,-0.001831,-37.546,0.8537,15.868,5.647,2504,86400,1,0.074,0,2.672527,0.028686,-43.104
165.055,2.994318,0.422489,0.001632,-36.353,0.8692,11.139,5.406,2504,86400,1,0.058,0,2.690844,0.011562,-43.095
165.472,3.002052,0.422093,-0.001957,-36.619,0.8410,15.576,5.768,2504,82560,1,0.208,0,2.705935,-0.002575,-43.128
165.875,3.023058,0.416785,-0.000665,-37.793,0.8489,15.040,4.964,2504,86400,1,0.059,0,2.720500,-0.016227,-43.176
166.276,3.029796,0.415683,-0.002185,-38.321,0.8571,13.861,6.047,2504,86400,1,0.049,0,2.727928,-0.023198,-43.188
166.678,3.042199,0.407085,-0.000309,-38.200,0.8469,17.360,5.325,2504,86304,1,0.091,0,2.738442,-0.033071,-43.209
167.087,3.054019,0.401636,0.000618,-38.369,0.8301,13.723,4.719,2504,86400,1,0.128,0,2.756000,-0.049552,-43.136
167.495,3.054019,0.401636,0.000618,-38.369,0.8301,13.059,5.347,2504,86400,1,0.536,0,2.778355,-0.070463,-43.055
167.895,3.089470,0.389015,0.003726,-37.345,0.8450,14.118,3.323,2504,86400,1,0.071,0,2.793601,-0.084697,-43.044
168.299,3.103685,0.392175,0.000619,-37.374,0.8571,17.036,3.065,2504,86400,1,0.081,0,2.798619,-0.089384,-43.035
168.704,3.114849,0.397375,0.000378,-37.830,0.8670,20.653,3.887,2504,86400,1,0.202,0,2.822414,-0.111642,-43.131
169.144,3.138754,0.398613,-0.000139,-37.729,0.8730,16.839,6.547,2504,86400,1,0.052,0,2.827278,-0.116198,-43.125
169.547,3.150223,0.399348,0.002263,-38.214,0.8641,18.139,6.532,2504,82656,1,0.145,0,2.852433,-0.139744,-43.113
169.960,3.168414,0.395190,0.001420,-38.518,0.8457,17.745,6.469,2504,86400,1,0.063,0,2.866834,-0.153227,-43.135
170.363,3.176317,0.397347,0.001470,-38.063,0.8480,15.037,7.088,2504,86400,1,0.258,0,2.881840,-0.167291,-43.131
170.766,3.198323,0.392152,0.000998,-38.603,0.8323,13.859,6.724,2504,86400,1,0.040,0,2.895280,-0.179883,-43.134
171.168,3.209601,0.387771,-0.001905,-39.408,0.8121,13.530,6.687,2504,86304,1,0.067,0,2.910666,-0.194281,-43.094
171.599,3.213322,0.387932,-0.000225,-39.064,0.8086,17.625,7.392,2504,86304,1,0.402,0,2.924171,-0.206909,-43.064
172.002,3.213322,0.387932,-0.000225,-39.064,0.8086,14.196,6.702,2504,86400,1,0.804,0,2.940671,-0.222323,-43.051
172.405,3.213322,0.387932,-0.000225,-39.064,0.8086,15.778,7.066,2504,82560,1,1.207,0,2.955310,-0.235984,-43.008
